IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
13381,34471,19,4,Banking,Financial Analyst,Aviation,H,Data Analyst,Grad,Others,Guwahati,1994,Engineering,Guwahati,1996,Engineering,Bangalore,2001,Delhi,Pune,2356618,N,D,5,3,4,0,2710110
13382,14800,3,1,Sales,Analyst,Telecom,G,,Doctorate,Botony,Bangalore,2008,Botony,Bangalore,2010,Botony,Nagpur,2017,Kolkata,Delhi,1102639,N,C,1,6,0,0,1369477
13383,54871,20,19,Marketing,Team Lead,Aviation,H,Web Designer,Doctorate,Statistics,Nagpur,1993,Statistics,Nagpur,1995,Statistics,Pune,2000,Bangalore,Ahmedabad,2909909,N,A,3,6,0,0,3928377
13384,54025,2,2,Healthcare,Associate,Telecom,I,Software Developer,Under Grad,,,,,,,,,,Kanpur,Mangalore,474769,N,B,2,6,0,0,593461
13385,34499,14,14,IT-Software,Head,Telecom,E,Network Engineer,Doctorate,Others,Delhi,2006,Psychology,Delhi,2008,,,,Pune,Mangalore,2309333,N,D,6,0,0,0,2868191
13386,30036,10,2,Banking,Team Lead,Automobile,G,Marketing Manager,Under Grad,,,,,,,,,,Delhi,Guwahati,1304380,N,B,5,8,2,0,1630475
13387,24919,8,6,Healthcare,Bio statistician,Automobile,M,Assistant Manager,PG,Statistics,Mumbai,2003,Statistics,Mumbai,2005,Statistics,Jaipur,2012,Chennai,Mangalore,1096266,Y,B,6,6,0,0,1447071
13388,10172,16,5,Education,Sales Manager,IT,F,Marketing Manager,Under Grad,,,,,,,,,,Guwahati,Bhubaneswar,2440818,N,C,5,2,3,0,2806940
13389,37025,10,3,HR,Others,FMCG,L,Others,Doctorate,Others,Mangalore,2010,Botony,Mangalore,2012,,,,Lucknow,Bangalore,1827361,Y,C,4,2,0,0,2353640
13390,15836,13,10,Accounts,Project Manager,IT,H,Others,PG,Statistics,Surat,2000,Statistics,Surat,2002,Statistics,Guwahati,2007,Lucknow,Nagpur,1599347,N,B,2,5,1,0,2079151
13391,20198,12,4,Banking,Bio statistician,Others,E,HR,PG,Others,Delhi,2000,Others,Delhi,2002,Statistics,Delhi,2008,Delhi,Surat,1871722,Y,A,4,6,1,0,2470673
13392,37109,14,11,IT-Software,Bio statistician,IT,K,Sr.Manager,Doctorate,Statistics,Guwahati,2006,Statistics,Guwahati,2021,,,,Ahmedabad,Kolkata,2082325,N,A,6,0,0,0,2811138
13393,13031,25,16,Banking,Others,IT,I,Marketing Manager,Grad,Psychology,Nagpur,1989,Psychology,Nagpur,1991,Psychology,Jaipur,1995,Chennai,Delhi,2460932,N,C,2,3,0,0,2830071
13394,15659,7,6,Accounts,Scientist,IT,D,CA,Grad,Economics,Guwahati,2004,Others,Guwahati,2006,Chemistry,Mumbai,2013,Pune,Kanpur,900317,Y,C,1,7,0,0,1060213
13395,30659,3,0,Banking,Associate,Retail,K,Software Developer,PG,Others,Lucknow,2008,Statistics,Lucknow,2010,Mathematics,Mangalore,2017,Lucknow,Jaipur,664921,Y,A,3,4,1,0,877695
13396,39411,5,2,HR,Associate,Others,J,Network Engineer,PG,Engineering,Guwahati,2007,Engineering,Guwahati,2009,Engineering,Pune,2015,Jaipur,Surat,825217,Y,C,4,5,1,0,1002143
13397,18009,23,9,Healthcare,Consultant,Automobile,F,Others,PG,Chemistry,Nagpur,1990,Chemistry,Nagpur,1992,Chemistry,Lucknow,1997,Ahmedabad,Guwahati,2971176,Y,Key_Performer,2,5,0,0,3921952
13398,44333,14,4,Sales,Senior Researcher,Aviation,A,Research Scientist,Doctorate,Psychology,Mumbai,1998,Psychology,Mumbai,2000,Psychology,Mumbai,2006,Chennai,Guwahati,2195326,N,A,3,3,0,0,2963690
13399,53214,25,6,Analytics/BI,CEO,Insurance,O,Research Analyst,Under Grad,,,,,,,,,,Pune,Nagpur,2671013,Y,Key_Performer,3,7,3,0,3472316
13400,12465,21,6,Others,Senior Researcher,Analytics,F,Product Manager,Grad,Psychology,Ahmedabad,1999,Psychology,Ahmedabad,2012,,,,Kanpur,Lucknow,2638024,N,D,4,0,0,0,3033727
13401,41868,14,3,Healthcare,Scientist,Telecom,D,Sr.Manager,Under Grad,,,,,,,,,,Ahmedabad,Bhubaneswar,1692615,Y,B,6,3,1,1,2200399
13402,50710,3,2,Marketing,Bio statistician,IT,K,,PG,Arts,Mangalore,2017,Arts,Mangalore,2017,,,,Nagpur,Kolkata,681300,N,D,2,1,0,0,814834
13403,12745,19,17,Accounts,Sales Execituve,Insurance,C,Director,PG,Engineering,Guwahati,1993,Engineering,Guwahati,1995,Engineering,Bangalore,2001,Surat,Jaipur,1757235,N,B,5,4,1,0,2284405
13404,10462,1,1,Marketing,Analyst,BFSI,C,CA,Grad,Statistics,Delhi,2012,Statistics,Delhi,2014,Others,Guwahati,2019,Delhi,Jaipur,546628,Y,B,3,7,0,0,683285
13405,15749,8,4,HR,Senior Researcher,IT,C,Data Analyst,Doctorate,Sociology,Mumbai,2005,Sociology,Mumbai,2007,Others,Pune,2012,Bangalore,Ahmedabad,2166149,N,A,4,4,0,0,3041273
13406,59031,20,5,Banking,Project Manager,BFSI,D,Software Developer,Doctorate,Mathematics,Kolkata,1994,Mathematics,Kolkata,1996,Mathematics,Bhubaneswar,2000,Lucknow,Chennai,3310606,Y,Key_Performer,3,3,0,0,4634848
13407,48360,3,2,Banking,Project Manager,Retail,M,CA,PG,Engineering,Ahmedabad,2008,Others,Ahmedabad,2010,Psychology,Bangalore,2017,Nagpur,Kanpur,721001,Y,D,2,7,0,0,875583
13408,40096,20,3,Sales,Others,FMCG,G,Consultant,Under Grad,,,,,,,,,,Surat,Lucknow,2520798,N,A,4,3,3,0,3150997
13409,22755,9,8,Analytics/BI,Scientist,Telecom,M,Assistant Manager,Grad,Mathematics,Surat,2011,Mathematics,Surat,2021,,,,Kanpur,Lucknow,1038435,N,B,1,0,3,0,1298043
13410,14783,25,4,Banking,Bio statistician,Training,J,,Doctorate,Psychology,Surat,1986,Psychology,Surat,1988,Others,Lucknow,1995,Chennai,Nagpur,3512275,N,D,4,5,0,0,4362245
13411,48193,3,2,Others,Team Lead,Retail,G,Director,Doctorate,Mathematics,Pune,2010,Mathematics,Pune,2012,Mathematics,Mumbai,2017,Delhi,Bhubaneswar,1079747,Y,D,1,5,0,0,1390714
13412,12550,20,12,Banking,CEO,Telecom,L,Research Scientist,Grad,Zoology,Surat,2000,,,,,,,Jaipur,Mangalore,2480037,N,C,3,0,0,0,2852042
13413,53752,9,8,Banking,Principal Analyst,Retail,D,HR,Doctorate,Others,Bhubaneswar,2011,Zoology,Bhubaneswar,2015,,,,Jaipur,Bhubaneswar,1913726,Y,D,1,2,0,0,2464879
13414,29439,13,0,Top Management,Others,Others,H,Sr.Manager,PG,Chemistry,Nagpur,1999,Chemistry,Nagpur,2001,Chemistry,Ahmedabad,2007,Jaipur,Jaipur,1904577,Y,A,5,4,0,0,2514041
13415,55489,15,11,IT-Software,Team Lead,Analytics,K,Assistant Manager,Grad,Statistics,Mangalore,1998,Statistics,Mangalore,2000,Statistics,Bangalore,2005,Lucknow,Bhubaneswar,2494559,Y,A,5,4,4,0,3193035
13416,56284,5,0,Sales,Team Lead,Training,J,Medical Officer,Grad,Chemistry,Lucknow,2008,Chemistry,Lucknow,2010,Chemistry,Lucknow,2015,Bhubaneswar,Bhubaneswar,621073,N,C,3,3,0,0,714233
13417,54454,7,3,,Analyst,Automobile,O,Medical Officer,Grad,Sociology,Jaipur,2013,,,,,,,Delhi,Delhi,1077475,N,Key_Performer,3,1,0,0,1400717
13418,19321,19,12,,Team Lead,Insurance,C,Product Manager,PG,Sociology,Guwahati,2001,,,,,,,Lucknow,Kanpur,3788243,N,Key_Performer,4,1,0,0,4924715
13419,50464,16,10,Others,CEO,Others,J,Director,PG,Engineering,Nagpur,1998,Others,Nagpur,2000,Arts,Surat,2004,Chennai,Mangalore,2836907,N,B,2,3,1,1,3687979
13420,29880,5,2,Banking,Team Lead,Training,F,HR,PG,Others,Mangalore,2008,Others,Mangalore,2010,Others,Mumbai,2015,Jaipur,Chennai,929066,N,B,1,4,1,0,1207785
13421,40002,11,4,Engineering,Consultant,Retail,H,Consultant,Grad,Mathematics,Pune,2001,Mathematics,Pune,2003,Mathematics,Ahmedabad,2009,Lucknow,Lucknow,1932071,N,B,6,4,0,0,2415088
13422,37952,3,2,Analytics/BI,Team Lead,BFSI,O,,Grad,Psychology,Surat,2009,Psychology,Surat,2011,Psychology,Pune,2017,Guwahati,Surat,664824,N,D,1,5,0,0,764547
13423,55006,13,5,HR,Consultant,Others,K,CA,Grad,Mathematics,Bangalore,2001,Mathematics,Bangalore,2003,Mathematics,Pune,2007,Nagpur,Nagpur,1864180,Y,D,5,5,0,0,2195258
13424,32030,16,6,,CEO,Retail,B,Manager,PG,Sociology,Surat,1995,Sociology,Surat,1997,Sociology,Lucknow,2004,Kolkata,Lucknow,3060921,N,B,3,8,1,0,3979197
13425,42604,7,2,IT-Software,Consultant,Telecom,N,Others,Under Grad,,,,,,,,,,Pune,Nagpur,1155382,N,B,2,6,3,0,1444227
13426,39128,15,10,Engineering,Head,FMCG,B,Network Engineer,Doctorate,Economics,Delhi,1996,Economics,Delhi,1998,Economics,Delhi,2005,Bhubaneswar,Kolkata,2086145,Y,A,2,8,0,0,2920603
13427,19370,13,6,Healthcare,Head,Insurance,L,Research Analyst,Grad,Mathematics,Lucknow,2007,Mathematics,Lucknow,2015,,,,Delhi,Mangalore,1986816,N,Key_Performer,2,0,3,0,2483520
13428,12844,5,5,Marketing,Project Manager,Others,E,Others,Under Grad,,,,,,,,,,Bangalore,Kolkata,502898,N,B,3,6,2,0,628622
13429,57708,3,0,Others,Bio statistician,Automobile,P,Marketing Manager,Under Grad,,,,,,,,,,Ahmedabad,Lucknow,612795,N,C,3,3,0,0,704714
13430,51930,4,3,Healthcare,Scientist,Telecom,O,CA,Under Grad,,,,,,,,,,Mumbai,Ahmedabad,450127,N,D,6,0,0,1,517646
13431,47422,9,3,Others,Sales Manager,Analytics,G,HR,PG,Mathematics,Nagpur,2004,Mathematics,Nagpur,2006,Mathematics,Guwahati,2011,Mangalore,Pune,2115933,Y,D,4,4,1,0,2569589
13432,42570,17,6,HR,Senior Researcher,Insurance,P,,PG,Psychology,Surat,1996,Psychology,Surat,1998,Psychology,Delhi,2003,Bhubaneswar,Lucknow,3360241,Y,Key_Performer,6,3,0,0,4435518
13433,27012,7,0,Top Management,Scientist,Training,C,Data Analyst,Grad,Chemistry,Pune,2005,Chemistry,Pune,2007,Others,Delhi,2013,Bangalore,Chennai,981337,N,C,1,4,2,1,1128537
13434,28988,8,6,Healthcare,Team Lead,Retail,B,Consultant,Doctorate,Sociology,Lucknow,2012,,,,,,,Delhi,Kolkata,2164320,N,B,3,0,0,0,2921832
13435,19168,1,0,IT-Software,Associate,Retail,D,HR,Under Grad,,,,,,,,,,Bhubaneswar,Ahmedabad,419799,N,B,1,2,0,0,524748
13436,11713,8,3,Sales,Project Manager,Aviation,O,Assistant Manager,Doctorate,Engineering,Lucknow,2006,Engineering,Lucknow,2008,Engineering,Delhi,2012,Mumbai,Chennai,1749431,N,A,5,3,0,0,2456201
13437,38721,6,1,Others,Business Analyst,FMCG,I,Product Manager,PG,Chemistry,Guwahati,2014,Chemistry,Guwahati,2019,,,,Guwahati,Surat,1372442,N,A,5,0,0,0,1855541
13438,49810,2,2,Analytics/BI,Analyst,Aviation,E,Others,Doctorate,Others,Ahmedabad,2012,Arts,Ahmedabad,2014,Psychology,Pune,2018,Lucknow,Chennai,760476,N,A,3,3,0,0,950595
13439,42077,22,18,Top Management,Consultant,BFSI,G,Manager,PG,Botony,Lucknow,1991,Botony,Lucknow,1993,Botony,Lucknow,1998,Chennai,Mangalore,3089762,N,D,5,4,1,0,3695355
13440,38852,20,13,Banking,Bio statistician,FMCG,M,HR,Under Grad,,,,,,,,,,Pune,Surat,2385497,N,D,4,5,0,0,2743321
13441,26065,7,1,Healthcare,Researcher,Automobile,J,,PG,Zoology,Pune,2013,Zoology,Pune,2017,,,,Delhi,Chennai,1033535,N,A,3,2,2,0,1397339
13442,19976,21,20,IT-Software,Project Manager,Others,I,Software Developer,Under Grad,,,,,,,,,,Kolkata,Bhubaneswar,2130684,N,D,2,6,5,0,2450286
13443,17383,1,1,IT-Software,Team Lead,Analytics,M,Web Designer,PG,Mathematics,Bhubaneswar,2013,Mathematics,Bhubaneswar,2015,Mathematics,Surat,2019,Kolkata,Surat,633590,Y,B,2,4,0,0,855346
13444,24068,19,0,Engineering,CEO,Insurance,E,Research Analyst,Grad,Arts,Kolkata,2001,,,,,,,Guwahati,Bangalore,2400733,N,B,3,0,0,0,3000916
13445,18620,23,9,Education,Bio statistician,Insurance,E,Research Analyst,Grad,Zoology,Mumbai,1989,Zoology,Mumbai,1991,Zoology,Nagpur,1997,Surat,Surat,2442757,N,C,4,5,4,0,2809170
13446,20564,17,4,HR,Sales Manager,FMCG,E,Data Analyst,Grad,Statistics,Mangalore,2003,Statistics,Mangalore,2009,,,,Lucknow,Ahmedabad,2274736,N,A,6,0,0,0,2843420
13447,29836,15,5,Marketing,Others,FMCG,M,Consultant,PG,Economics,Guwahati,1998,Economics,Guwahati,2000,Economics,Bhubaneswar,2005,Mumbai,Delhi,1986659,Y,A,2,3,0,0,2622389
13448,35355,25,9,Others,Senior Researcher,Retail,K,Product Manager,PG,Arts,Nagpur,1995,Arts,Nagpur,2021,,,,Bhubaneswar,Ahmedabad,3232925,N,B,3,0,0,0,4202802
13449,13837,2,2,,Others,Telecom,M,,PG,Botony,Nagpur,2018,Botony,Nagpur,2012,,,,Bhubaneswar,Kanpur,527901,N,C,3,2,1,0,631369
13450,29286,6,4,HR,Others,Insurance,B,Network Engineer,Grad,Economics,Bangalore,2006,Economics,Bangalore,2008,Economics,Pune,2014,Ahmedabad,Nagpur,946908,Y,Key_Performer,2,3,1,0,1260523
13451,37072,3,1,HR,Project Manager,Training,K,Network Engineer,Grad,Mathematics,Mangalore,2017,Mathematics,Mangalore,2015,,,,Delhi,Surat,638863,N,B,2,1,3,0,798578
13452,30141,8,4,,Analyst,Retail,C,Others,Grad,Botony,Lucknow,2012,Botony,Lucknow,2022,,,,Lucknow,Ahmedabad,1375669,N,B,4,1,0,0,1719586
13453,52802,1,0,Accounts,Team Lead,BFSI,L,Product Manager,Under Grad,,,,,,,,,,Kanpur,Guwahati,444334,Y,B,1,8,0,0,577634
13454,29315,0,0,NA,NA,NA,NA,NA,PG,Others,Jaipur,2020,Psychology,Jaipur,2011,,,,Guwahati,Kolkata,0,N,NA,0,1,0,0,328257
13455,37531,10,1,,Sales Manager,BFSI,P,Data Analyst,PG,Botony,Ahmedabad,2010,Botony,Ahmedabad,2020,,,,Guwahati,Chennai,2212288,N,Key_Performer,5,2,1,0,2875974
13456,52577,3,3,Others,Associate,FMCG,B,Product Manager,PG,Psychology,Bangalore,2017,Psychology,Bangalore,2009,,,,Guwahati,Ahmedabad,504593,N,A,1,1,0,0,655970
13457,15402,15,5,,Head,Insurance,M,Research Scientist,Grad,Zoology,Mumbai,2005,Zoology,Mumbai,2015,,,,Jaipur,Kanpur,2381344,N,A,4,1,0,1,2976680
13458,42637,24,16,Others,Financial Analyst,Retail,H,Sr.Manager,Under Grad,,,,,,,,,,Surat,Jaipur,2029681,Y,Key_Performer,5,4,3,0,2638585
13459,58113,10,4,Others,Sales Execituve,Telecom,O,Product Manager,Under Grad,,,,,,,,,,Nagpur,Mumbai,1590312,Y,Key_Performer,6,4,2,0,2067405
13460,44232,16,13,Marketing,Sales Manager,Insurance,G,Consultant,Under Grad,,,,,,,,,,Kanpur,Guwahati,2746107,N,B,2,4,2,0,3432633
13461,11486,0,0,NA,NA,NA,NA,NA,Grad,Mathematics,Kolkata,2011,Mathematics,Kolkata,2013,Mathematics,Bhubaneswar,2020,Ahmedabad,Delhi,0,N,NA,0,4,0,0,613377
13462,42653,21,2,Others,Business Analyst,IT,J,Others,Doctorate,Engineering,Mangalore,1993,Engineering,Mangalore,1995,Others,Mangalore,1999,Chennai,Mangalore,3250236,Y,B,5,7,0,0,4550330
13463,45560,4,2,Others,Consultant,Analytics,H,Product Manager,Doctorate,Botony,Ahmedabad,2016,Botony,Ahmedabad,2017,,,,Jaipur,Kolkata,989324,N,D,3,2,0,0,1228740
13464,25992,24,4,Marketing,CEO,BFSI,B,Marketing Manager,Under Grad,,,,,,,,,,Kanpur,Mumbai,2567645,N,A,6,3,3,1,3209556
13465,19913,16,8,Education,Others,IT,A,Software Developer,PG,Economics,Ahmedabad,1995,Economics,Ahmedabad,1997,Economics,Mangalore,2004,Mumbai,Kanpur,2042855,Y,D,5,4,0,0,2480843
13466,27049,16,8,Top Management,Sr. Business Analyst,Analytics,A,Product Manager,Grad,Chemistry,Lucknow,1995,Chemistry,Lucknow,1997,Others,Bangalore,2004,Surat,Mangalore,2471175,N,D,4,8,0,0,2841851
13467,17574,15,13,Marketing,Head,Telecom,F,Research Analyst,Grad,Engineering,Ahmedabad,1996,Others,Ahmedabad,1998,Mathematics,Kolkata,2005,Bangalore,Bhubaneswar,2243167,Y,Key_Performer,6,7,0,1,2871253
13468,38953,8,1,,Sales Manager,Automobile,O,Medical Officer,Under Grad,,,,,,,,,,Bangalore,Pune,631510,N,D,6,0,4,0,726236
13469,54267,4,4,Banking,Consultant,Automobile,G,Software Developer,Under Grad,,,,,,,,,,Lucknow,Bhubaneswar,587346,N,D,1,4,2,0,675447
13470,13430,0,0,NA,NA,NA,NA,NA,Grad,Chemistry,Lucknow,2011,Chemistry,Lucknow,2013,Chemistry,Bangalore,2020,Ahmedabad,Mumbai,0,N,NA,0,3,0,0,512120
13471,48109,25,10,HR,Team Lead,Training,M,Others,Doctorate,Botony,Surat,1995,Others,Surat,2009,,,,Bhubaneswar,Mumbai,3370027,N,B,3,1,0,0,4549536
13472,40456,1,1,Education,Team Lead,Automobile,N,Assistant Manager,Under Grad,,,,,,,,,,Jaipur,Jaipur,448790,N,D,2,3,1,0,516108
13473,37584,8,4,Engineering,Sales Manager,Training,M,,Grad,Botony,Bangalore,2004,Botony,Bangalore,2006,Others,Bangalore,2012,Guwahati,Jaipur,1016201,N,A,5,5,0,0,1321061
13474,38962,20,8,Sales,Business Analyst,Automobile,L,Consultant,PG,Psychology,Ahmedabad,1994,Psychology,Ahmedabad,1996,Psychology,Lucknow,2000,Jaipur,Ahmedabad,3233178,N,A,6,8,1,0,4203131
13475,51875,16,6,Analytics/BI,Data scientist,Training,G,Marketing Manager,PG,Economics,Nagpur,1995,Economics,Nagpur,1997,Economics,Bhubaneswar,2004,Mangalore,Mumbai,3153400,N,C,2,6,1,0,3771466
13476,37782,21,7,Engineering,Team Lead,Automobile,N,HR,Grad,Engineering,Pune,1990,Engineering,Pune,1992,Engineering,Nagpur,1999,Delhi,Bangalore,2412793,N,B,5,5,0,0,3015991
13477,12351,7,3,Sales,Sales Execituve,Training,E,Marketing Manager,Under Grad,,,,,,,,,,Mangalore,Surat,597702,N,D,4,1,3,0,687357
13478,32061,7,1,Banking,Analyst,Automobile,H,,Under Grad,,,,,,,,,,Bangalore,Bhubaneswar,774818,N,A,4,2,3,0,1007263
13479,59386,4,0,Marketing,Others,IT,J,Data Analyst,PG,Mathematics,Mangalore,2007,Mathematics,Mangalore,2009,Mathematics,Surat,2016,Ahmedabad,Pune,978610,Y,D,5,7,2,0,1188423
13480,47952,13,9,Analytics/BI,Scientist,Training,I,Product Manager,PG,Engineering,Nagpur,1999,Others,Nagpur,2001,Economics,Nagpur,2007,Bhubaneswar,Pune,2212353,N,B,6,5,0,0,2876058
13481,10931,5,1,Education,Team Lead,Others,D,HR,Doctorate,Sociology,Mumbai,2008,Sociology,Mumbai,2010,Sociology,Jaipur,2015,Chennai,Bhubaneswar,1253262,N,C,5,3,0,0,1556551
13482,43765,20,3,Others,Business Analyst,Telecom,K,Consultant,Under Grad,,,,,,,,,,Kolkata,Kanpur,1651649,N,A,5,1,2,0,2064561
13483,30788,3,0,Marketing,Financial Analyst,Aviation,C,Software Developer,Doctorate,Economics,Kolkata,2011,Economics,Kolkata,2013,Economics,Guwahati,2017,Mangalore,Pune,1113139,Y,B,3,8,0,0,1558394
13484,31245,8,1,Top Management,Others,Telecom,F,HR,Under Grad,,,,,,,,,,Surat,Bhubaneswar,1067253,Y,Key_Performer,6,6,3,0,1442926
13485,31078,12,6,Banking,Others,Telecom,O,Director,Under Grad,,,,,,,,,,Kolkata,Chennai,1587964,N,D,4,7,4,0,1826158
13486,43062,22,0,Top Management,Consultant,Analytics,C,Network Engineer,Doctorate,Chemistry,Nagpur,1989,Chemistry,Nagpur,1991,Others,Jaipur,1998,Kolkata,Delhi,2879389,N,C,3,8,0,0,3576201
13487,10070,25,17,Top Management,Head,Automobile,N,Research Analyst,Under Grad,,,,,,,,,,Chennai,Guwahati,2136018,N,D,3,6,5,1,2456420
13488,26339,10,1,Others,Consultant,Automobile,J,Assistant Manager,Doctorate,Arts,Lucknow,2003,Arts,Lucknow,2005,Arts,Surat,2010,Lucknow,Jaipur,2184093,Y,Key_Performer,1,7,0,0,3057730
13489,57790,19,17,Banking,Sales Manager,Others,O,CA,Under Grad,,,,,,,,,,Ahmedabad,Kolkata,2799401,Y,Key_Performer,6,7,0,0,3639221
13490,22349,4,3,Analytics/BI,Data scientist,FMCG,G,,Under Grad,,,,,,,,,,Mumbai,Delhi,615582,N,Key_Performer,4,0,5,1,800256
13491,34435,20,13,Marketing,Financial Analyst,Analytics,H,Web Designer,Grad,Statistics,Pune,2000,Statistics,Pune,2017,,,,Bangalore,Chennai,2637486,N,A,3,0,2,0,3296857
13492,37572,13,9,Others,Consultant,Training,C,,Under Grad,,,,,,,,,,Delhi,Nagpur,1153383,N,A,6,5,0,0,1441728
13493,14624,2,1,Engineering,Analyst,IT,F,Medical Officer,Grad,Zoology,Delhi,2009,Others,Delhi,2011,Sociology,Ahmedabad,2018,Kolkata,Guwahati,574827,N,C,3,8,0,0,661051
13494,58398,8,0,Analytics/BI,Analyst,FMCG,M,Research Analyst,Under Grad,,,,,,,,,,Mangalore,Surat,792167,Y,Key_Performer,4,3,0,0,1071009
13495,38254,7,4,Sales,Others,Training,M,Product Manager,Grad,Economics,Lucknow,2004,Economics,Lucknow,2006,Economics,Bangalore,2013,Surat,Kanpur,937107,Y,Key_Performer,2,7,0,0,1247476
13496,13634,24,24,Accounts,Head,Aviation,H,Consultant,Under Grad,,,,,,,,,,Mumbai,Mangalore,1993414,N,D,6,1,1,0,2292426
13497,14510,12,9,Engineering,Head,Insurance,L,Others,Under Grad,,,,,,,,,,Chennai,Ahmedabad,1549475,N,A,6,3,2,1,1936843
13498,27367,19,11,Healthcare,Others,Retail,G,Marketing Manager,Grad,Chemistry,Surat,1992,Chemistry,Surat,1994,Others,Nagpur,2001,Pune,Jaipur,2426685,Y,A,4,4,0,0,3106156
13499,27726,4,4,Banking,Project Manager,Aviation,G,Data Analyst,Doctorate,Psychology,Bhubaneswar,2016,Others,Bhubaneswar,2022,,,,Mangalore,Bhubaneswar,996499,N,D,5,2,0,0,1237651
13500,12365,20,13,Marketing,Others,Analytics,P,Others,Grad,Zoology,Guwahati,2000,Zoology,Guwahati,2020,,,,Kolkata,Kanpur,2431973,N,C,4,1,0,0,2796768
13501,22524,10,1,HR,Business Analyst,Automobile,H,,Grad,Psychology,Nagpur,2003,Others,Nagpur,2005,Psychology,Nagpur,2010,Mumbai,Bhubaneswar,1966349,N,A,4,3,0,0,2457936
13502,43218,10,9,Others,Financial Analyst,Insurance,M,Web Designer,Under Grad,,,,,,,,,,Bhubaneswar,Mumbai,1675154,Y,B,3,3,2,0,2177700
13503,59952,17,3,HR,Analyst,Training,F,HR,PG,Sociology,Delhi,1997,Sociology,Delhi,1999,Others,Guwahati,2003,Mumbai,Mangalore,2424990,N,A,4,4,1,0,3152487
13504,13215,22,16,Healthcare,Analyst,FMCG,C,Manager,Under Grad,,,,,,,,,,Chennai,Surat,2070059,N,D,6,3,2,0,2380567
13505,49447,11,2,Education,Bio statistician,IT,M,Manager,PG,Botony,Pune,2000,Botony,Pune,2002,Botony,Delhi,2009,Jaipur,Guwahati,1365940,N,A,2,6,0,0,1775722
13506,39153,23,3,,Sales Execituve,Telecom,P,Assistant Manager,Under Grad,,,,,,,,,,Kanpur,Jaipur,2497452,N,C,5,5,1,0,2872069
13507,52535,11,10,Others,Project Manager,FMCG,F,Marketing Manager,Under Grad,,,,,,,,,,Bhubaneswar,Kolkata,1240639,Y,Key_Performer,6,7,0,0,1612830
13508,42362,14,4,Accounts,Consultant,IT,P,Manager,Under Grad,,,,,,,,,,Guwahati,Kanpur,1464083,Y,A,5,5,0,0,1903307
13509,13070,1,1,Marketing,Project Manager,IT,A,Network Engineer,PG,Mathematics,Mumbai,2011,Mathematics,Mumbai,2013,Mathematics,Surat,2019,Chennai,Guwahati,506045,Y,B,1,6,1,0,683160
13510,26133,23,0,Others,Team Lead,Others,O,Research Analyst,Doctorate,Sociology,Guwahati,1990,Sociology,Guwahati,1992,Sociology,Jaipur,1997,Pune,Chennai,2351834,N,D,3,4,0,0,2920977
13511,59251,5,1,Marketing,Project Manager,Telecom,O,Sr.Manager,Under Grad,,,,,,,,,,Guwahati,Mumbai,574799,N,A,6,1,3,0,747238
13512,31149,25,2,Accounts,Head,Automobile,A,Sr.Manager,Under Grad,,,,,,,,,,Bangalore,Mangalore,1482770,N,A,5,8,2,0,1853462
13513,50440,21,6,Others,Sales Manager,FMCG,O,Data Analyst,Doctorate,Engineering,Lucknow,1993,Engineering,Lucknow,1995,Engineering,Bangalore,1999,Nagpur,Kolkata,2614974,Y,D,3,3,0,0,3368086
13514,15379,23,15,Marketing,Business Analyst,Retail,B,Consultant,PG,Others,Mumbai,1989,Mathematics,Mumbai,1991,Zoology,Ahmedabad,1997,Kolkata,Mumbai,3831931,Y,Key_Performer,4,3,0,0,5058148
13515,29912,22,9,Analytics/BI,Data scientist,Automobile,L,HR,Grad,Sociology,Pune,1990,Sociology,Pune,1992,Sociology,Mangalore,1998,Bhubaneswar,Ahmedabad,2463124,N,C,2,6,0,1,2832592
13516,58568,13,9,Analytics/BI,Project Manager,Insurance,L,Assistant Manager,Grad,Economics,Lucknow,2001,Economics,Lucknow,2003,Economics,Bangalore,2007,Guwahati,Ahmedabad,2036098,Y,Key_Performer,4,5,4,0,2606205
13517,12332,14,2,Top Management,CEO,Telecom,D,Network Engineer,Doctorate,Chemistry,Ahmedabad,2006,Chemistry,Ahmedabad,2018,,,,Mumbai,Kanpur,1650718,N,A,3,1,0,0,2228469
13518,22925,5,0,Marketing,Team Lead,Insurance,K,Research Analyst,Doctorate,Botony,Surat,2015,,,,,,,Delhi,Ahmedabad,1207064,N,A,2,1,0,0,1694717
13519,55817,20,2,,Project Manager,IT,B,Marketing Manager,Grad,Psychology,Mumbai,1994,Psychology,Mumbai,1996,Psychology,Bangalore,2000,Delhi,Lucknow,2465529,N,D,5,6,0,0,2835358
13520,10538,0,0,NA,NA,NA,NA,NA,Grad,Sociology,Mangalore,2020,,,,,,,Nagpur,Mumbai,0,N,NA,0,0,0,0,387240
13521,39706,16,4,Engineering,Senior Researcher,IT,E,Manager,Grad,Arts,Lucknow,1996,Arts,Lucknow,1998,Arts,Delhi,2004,Nagpur,Lucknow,2495585,N,C,6,6,0,0,2869922
